Aircraft,Total_Accidents,Fatal_Accidents,Total_Fatalities,Avg_Fatalities_Per_Accident,Units_Produced,Accidents_Per_Unit,Fatal_Accidents_Per_Unit
CHRISTER VANS RV9-A,1,0,0.0,0.0,,,
CHRISTIANSEN DON E DO RV-4,1,0,0.0,0.0,,,
CHRISTOPHER JON BROWN STOL CH750,1,0,0.0,0.0,,,
CHRISTOPHER P GAGE SHORTFIELD EXPLORER,1,0,0.0,0.0,,,
CHRISTOPHER TOM KITFOX  5,1,0,0.0,0.0,,,
CHRISTOPHER VANS RV-4,1,0,0.0,0.0,,,
CIRRUS DESIGN CORP SF50,4,0,0.0,0.0,,,
CIRRUS DESIGN CORP SR,1,0,0.0,0.0,,,
CIRRUS DESIGN CORP SR 22,1,1,4.0,4.0,,,
CIRRUS DESIGN CORP SR-20,1,0,0.0,0.0,,,
CIRRUS DESIGN CORP SR-22,3,2,4.0,1.3333333333333333,,,
CIRRUS DESIGN CORP SR20,50,13,24.0,0.48,,,
CIRRUS DESIGN CORP SR22,144,48,85.0,0.5902777777777778,,,
CIRRUS DESIGN CORP SR22 GTS G3,1,0,0.0,0.0,,,
CIRRUS DESIGN CORP SR22T,15,6,7.0,0.4666666666666667,,,
CIRRUS DESIGN CORP. SR-20,1,1,1.0,1.0,,,
CIRRUS DESIGN CORP. SR-22,1,0,0.0,0.0,,,
CIRRUS DESIGN CORP. SR20,3,1,2.0,0.6666666666666666,,,
CIRRUS DESIGN CORP. SR22,11,5,9.0,0.8181818181818182,,,
CIRRUS DESIGN CORP. SR22T,1,0,0.0,0.0,,,
CIRRUS DESIGN CORPORATION CIRRUS SR20,1,0,0.0,0.0,,,
CIRRUS DESIGN CORPORATION SR-22,2,2,5.0,2.5,,,
CIRRUS DESIGN CORPORATION SR20,2,0,0.0,0.0,,,
CIRRUS DESIGN CORPORATION SR22,5,3,6.0,1.2,,,
CIRRUS DESIGN CORPORATION SR22T,1,0,0.0,0.0,,,
CIRRUS DESIGN SR20,2,2,5.0,2.5,,,
CIRRUS DESIGN SR22,1,1,2.0,2.0,,,
CIRRUS SF50,2,0,0.0,0.0,,,
CIRRUS SR-22,6,5,10.0,1.6666666666666667,,,
CIRRUS SR20,28,11,22.0,0.7857142857142857,,,
CIRRUS SR22,94,28,52.0,0.5531914893617021,,,
CIRRUS SR22 - NO SERIES,2,0,0.0,0.0,,,
CIRRUS SR22T,1,0,0.0,0.0,,,
CISMOWSKI TIERRA II,1,1,2.0,2.0,,,
CITABRIA 7GCBC,1,0,0.0,0.0,,,
CLABAUGH ROBERT R BARRACUDA,1,1,1.0,1.0,,,
CLAMAR FLOATS INC CA-4,1,0,0.0,0.0,,,
CLARK 1000,1,0,0.0,0.0,,,
CLARK JAMES T VANS RV8,1,0,0.0,0.0,,,
CLARK RV-6A,1,1,1.0,1.0,,,
CLARK RV-9A,1,1,1.0,1.0,,,
CLARKE COLIN A GLASTAR,1,0,0.0,0.0,,,
CLARKE COLIN GLASTAR,1,0,0.0,0.0,,,
CLASSIC AIRCRAFT CORP WACO,1,0,0.0,0.0,,,
CLASSIC AIRCRAFT CORP WACO YMF,3,0,0.0,0.0,,,
CLASSIC AIRCRAFT CORP WACO YMF5,1,0,0.0,0.0,,,
CLAUS RODNEY L CHRISTEN EAGLE II,1,1,2.0,2.0,,,
CLAYHOLD SPORTSMAN GS-2,1,0,0.0,0.0,,,
CLAYTON GERALD H GLASTAR GS-1,1,1,1.0,1.0,,,
CLEVELAND ALLAN B NIEUPORT 11#,1,0,0.0,0.0,,,
CLEVENGER JIMMIE B PITTS S 1S,1,0,0.0,0.0,,,
CLIFF STARDUSTER II SA300,2,1,1.0,0.5,,,
CLIFTON BREEZY,1,0,0.0,0.0,,,
CLOPTON AERO LLC AEROCOMP COMPAIR 7SL,1,0,0.0,0.0,,,
CLOUD JEFFREY FERRELL LONG EZ,1,0,0.0,0.0,,,
CLUTTON ERIC FRED S1,1,0,0.0,0.0,,,
CO Z COZY,1,0,0.0,0.0,,,
CO-Z DEVELOPMENT CORP COZY MARK IV,1,0,0.0,0.0,,,
COBALT AIRCRAFT INDUSTRIES INC CO50 VALKYRIE,1,0,0.0,0.0,,,
CODY HAWKINS JA30 SUPERSTOL,1,0,0.0,0.0,,,
COLE PAUL B CHALLENGER I,1,0,0.0,0.0,,,
COLLARD DRAGONFLY,1,0,0.0,0.0,,,
COLLINS ROBERT S JUST ACFT HIGHLANDER,1,0,0.0,0.0,,,
COLLINS RV6A,1,0,0.0,0.0,,,
COLLINS ZENITH STOL CH 701,1,0,0.0,0.0,,,
COLONIAL C 1,1,0,0.0,0.0,,,
COLUMBIA AIRCRAFT MFG LC41,3,1,2.0,0.6666666666666666,,,
COLUMBIA AIRCRAFT MFG LC41 550FG,5,3,5.0,1.0,,,
COLUMBIA AIRCRAFT MFG LC41-550FG,3,1,2.0,0.6666666666666666,,,
COLUMBIA AIRCRAFT MFG LC42 550FG,1,0,0.0,0.0,,,
COLUMBIA AIRCRAFT MFG LC42-550FG,2,0,0.0,0.0,,,
COLUMBIA AIRCRAFT MFG. LC41-550FG,1,0,0.0,0.0,,,
COLUMBIA LC41,1,0,0.0,0.0,,,
COLUMBIA LC41-550FG,1,0,0.0,0.0,,,
COLYAER SL FREEDOM,1,1,2.0,2.0,,,
COLYAER SL FREEDOM S100,1,1,2.0,2.0,,,
COMBS DALE B RV-4,1,0,0.0,0.0,,,
COMBS EARL W KITFOX SPEEDSTER,1,1,1.0,1.0,,,
COMCO IKARUS IKARUS C42,1,1,2.0,2.0,,,
COMMANDER 114,3,2,5.0,1.6666666666666667,,,
COMMANDER AC-680,1,0,0.0,0.0,,,
COMMANDER AIRCRAFT CO 114,1,0,0.0,0.0,,,
COMMANDER AIRCRAFT CO 114TC,1,0,0.0,0.0,,,
COMMANDER AIRCRAFT COMPANY 114-B,2,1,2.0,1.0,,,
COMMONWEALTH 185,2,0,0.0,0.0,,,
COMP AIR CA-8,1,1,1.0,1.0,,,
COMP AIR CA9,1,1,7.0,7.0,,,
COMP AIR INC. (PLAMBECK) CA8,1,0,0.0,0.0,,,
CONCANNON MILTON RADIAL ROC,1,1,2.0,2.0,,,
CONE JAMES A RV-6A,1,1,1.0,1.0,,,
CONNER LEROY RV6A,1,0,0.0,0.0,,,
CONRAD THEODORE J THORP T-18,1,0,0.0,0.0,,,
CONSOLIDATED  AERONAUTICS INC. LAKE LA-4,1,0,0.0,0.0,,,
CONSOLIDATED AERONAUTICS INC LAKE MODEL 250,1,0,0.0,0.0,,,
CONSOLIDATED AERONAUTICS INC. LAKE LA 4,2,0,0.0,0.0,,,
CONSOLIDATED AERONAUTICS INC. LAKE LA 4 200,1,0,0.0,0.0,,,
CONSOLIDATED AERONAUTICS INC. LAKE LA-4-200,10,0,0.0,0.0,,,
CONSOLIDATED AERONAUTICS LAKE LA4-200,1,0,0.0,0.0,,,
"CONSOLIDATED AERONAUTICS, INC. LAKE LA-4-200",1,0,0.0,0.0,,,
CONSOLIDATED VULTEE BT 15,1,0,0.0,0.0,,,
CONSOLIDATED VULTEE BT-13A,1,1,1.0,1.0,,,
CONSOLIDATED VULTEE BT13,2,0,0.0,0.0,,,
CONSTRUCCIONES AERONAUTICAS C.A.S.A. 1.131,1,1,1.0,1.0,,,
CONSTRUCCIONES AERONAUTICAS SA C-212-CC,1,0,0.0,0.0,,,
CONSTRUCCIONES AERONAUTICAS SA C.A.S.A. 1.131,1,0,0.0,0.0,,,
CONSTRUCCIONES AERONAUTICAS SA CASA-212,1,0,0.0,0.0,,,
CONVAIR 340-71,1,0,0.0,0.0,,,
CONVAIR 440,2,1,2.0,1.0,,,
CONVAIR 440 - NO SERIES,1,1,2.0,2.0,,,
CONVAIR C131,1,1,1.0,1.0,,,
CONVAIR CV-580,1,1,3.0,3.0,,,
CONWAY PHILIP J GLASAIR SUPER II SFT,1,1,2.0,2.0,,,
COOK SMITH AVIATION REPLI,1,0,0.0,0.0,,,
COOK SMITH AVN REPLICA SU,1,0,0.0,0.0,,,
COOK SONEX,1,0,0.0,0.0,,,
COOPER MICHAEL C RV 8A,1,1,2.0,2.0,,,
"COOPER, DAVID W. CHALLENGER II",1,1,1.0,1.0,,,
CORBEIL SHAWN CORBEIL SHAWN SER VI,1,0,0.0,0.0,,,
CORBEN BABY ACE D,1,0,0.0,0.0,,,
CORNELL W F/SAHAKIAN J A JR GILES 202 (G202),1,1,1.0,1.0,,,
CORNETT STEVEN M GLASTAR,1,0,0.0,0.0,,,
CORNFORD CRAIG H MUSTANG II,1,1,1.0,1.0,,,
CORSARIO MK-5,1,1,1.0,1.0,,,
"CORTESY, JOHN E AIRBORNE EDGE-X",1,0,0.0,0.0,,,
CORVUS CARONE MK 1,1,0,0.0,0.0,,,
COSMOS PHASE II,2,0,0.0,0.0,,,
COSMOS PHASE II PHASE II 582,1,0,0.0,0.0,,,
COSTRUZIONI AERONAUTICHE P2002 SIERRA,2,0,0.0,0.0,,,
COSTRUZIONI AERONAUTICHE TECNA ASTORE,1,0,0.0,0.0,,,
COSTRUZIONI AERONAUTICHE TECNA P2002,1,1,2.0,2.0,,,
COSTRUZIONI AERONAUTICHE TECNA P2002 SIERRA,5,0,0.0,0.0,,,
COSTRUZIONI AERONAUTICHE TECNA P2004,1,0,0.0,0.0,,,
COSTRUZIONI AERONAUTICHE TECNA P2004 BRAVO,9,1,1.0,0.1111111111111111,,,
COSTRUZIONI AERONAUTICHE TECNA P2006,1,0,0.0,0.0,,,
COSTRUZIONI AERONAUTICHE TECNA P2006T,2,0,0.0,0.0,,,
COSTRUZIONI AERONAUTICHE TECNA P2008,2,0,0.0,0.0,,,
COSTRUZIONI AERONAUTICHE TECNA P2010,1,0,0.0,0.0,,,
COSTRUZIONI AERONAUTICHE TECNA P2012 TRAVELLER,1,0,0.0,0.0,,,
COSTRUZIONI AERONAUTICHE TECNA P92 EAGLET,5,0,0.0,0.0,,,
COSTRUZIONI AERONAUTICHE TECNA P92 ECHO CLASSIC,1,0,0.0,0.0,,,
COSTRUZIONI AERONAUTICHE TECNA P92 ECHO SUPER,2,1,1.0,0.5,,,
COSTRUZIONI AERONAUTICHE TECNA P92 TAIL DRAGGER,1,0,0.0,0.0,,,
COSTRUZIONI AERONAUTICHETECNAM P2002 SIERRA,1,0,0.0,0.0,,,
COTE JAMES RANS S 6S,1,0,0.0,0.0,,,
COTTER STITS PLAYMATE,1,0,0.0,0.0,,,
COULTER HUGH CLARKE PULSAR XP SERIES I,1,0,0.0,0.0,,,
COUVILLION S-17,1,0,0.0,0.0,,,
COVELL KEVIN SCOTT VANS RV-4,1,1,2.0,2.0,,,
COVEY QUICKIE,1,1,1.0,1.0,,,
COX BEDE BD-5G,1,1,1.0,1.0,,,
COX BUSBY MUSTANG,1,1,2.0,2.0,,,
COX CLYDE H FSHR AERO VSNS CLBTY,1,0,0.0,0.0,,,
COX JOHN WILEY KITFOX III,1,0,0.0,0.0,,,
COX PA 18,1,0,0.0,0.0,,,
COX WILLIAM M BEARHAWK,1,1,3.0,3.0,,,
COYOTE S-6ES,1,0,0.0,0.0,,,
COZY MARK IV,1,1,2.0,2.0,,,
CRABTREE RV6,1,0,0.0,0.0,,,
CRAIG A REED STARDUSTER II,1,0,0.0,0.0,,,
CRAIG C WALLS SNOWYRIVER SPECIAL,1,0,0.0,0.0,,,
CRAIG D CARTER STOL CH 750,1,0,0.0,0.0,,,
CRAIG W SHERMAN SUPER GLASAIR TT,1,0,0.0,0.0,,,
CRAIN JAC A BD-4,1,1,1.0,1.0,,,
CRAWFORD ALAN R GLASAIR II,1,0,0.0,0.0,,,
CRAWFORD JAMES R MU-582 DRIFTER,1,0,0.0,0.0,,,
CRAWFORD PRECEPTOR ULTRA PUP,1,0,0.0,0.0,,,
CRAWFORD RV-7,1,0,0.0,0.0,,,
CRAWFORD WIDEBODY LONG EZ,1,1,1.0,1.0,,,
CREECH JERRY CREECH JERRY CH 701,1,0,0.0,0.0,,,
CREEK MICHEL W BEARHAWK,1,0,0.0,0.0,,,
CRIQUET AVIATION BOGOTA COLUMB STORCH FI-156,1,1,1.0,1.0,,,
CRISMAN FLIGHTSTAR IISC,1,0,0.0,0.0,,,
CROFT ROBERT C KITFOX SUPER SPORT,1,0,0.0,0.0,,,
CROSLEY VANS RV-8,1,1,1.0,1.0,,,
CROSS DAVID L GLASAIR III,1,0,0.0,0.0,,,
CROSS-CAPPS BREEZY,1,0,0.0,0.0,,,
CROW MUSTANG II,1,0,0.0,0.0,,,
CROWDER MICHAEL H SONEX,1,0,0.0,0.0,,,
CRUISER PS-28,1,0,0.0,0.0,,,
CRUZ SE5A REPLICA,1,1,1.0,1.0,,,
CUB CRAFTER CC11-160,1,0,0.0,0.0,,,
CUB CRAFTERS CARBON CUB EX,2,0,0.0,0.0,,,
CUB CRAFTERS CC11,1,0,0.0,0.0,,,
CUB CRAFTERS CC11-160,3,0,0.0,0.0,,,
CUB CRAFTERS CC18,2,0,0.0,0.0,,,
CUB CRAFTERS CC18 180,1,0,0.0,0.0,,,
CUB CRAFTERS CC18-180,3,1,2.0,0.6666666666666666,,,
CUB CRAFTERS CC19,1,0,0.0,0.0,,,
CUB CRAFTERS CCK,1,0,0.0,0.0,,,
CUB CRAFTERS CCK-1865,3,2,3.0,1.0,,,
CUB CRAFTERS CCX-2000-0086,1,0,0.0,0.0,,,
CUB CRAFTERS INC CC11 100,3,0,0.0,0.0,,,
CUB CRAFTERS INC CC11-100,4,0,0.0,0.0,,,
CUB CRAFTERS INC CC18,1,0,0.0,0.0,,,
CUB CRAFTERS INC CC18-180,6,0,0.0,0.0,,,
CUB CRAFTERS INC CC19,3,0,0.0,0.0,,,
CUB CRAFTERS INC CC19-180,2,0,0.0,0.0,,,
CUB CRAFTERS INC CC19-215,1,0,0.0,0.0,,,
CUB CRAFTERS PA-18-150,1,0,0.0,0.0,,,
CUB CRAFTERS PA18,1,1,1.0,1.0,,,
CUB CRAFTERS PA18 150,1,0,0.0,0.0,,,
CUBCRAFTER CC11-100,1,0,0.0,0.0,,,
CUBCRAFTER CCK-1865,1,0,0.0,0.0,,,
CUBCRAFTERS CC 11-160,1,0,0.0,0.0,,,
CUBCRAFTERS CC11-160,4,1,2.0,0.5,,,
CUBCRAFTERS CCX-2000,1,0,0.0,0.0,,,
CUBCRAFTERS FX-3,1,0,0.0,0.0,,,
CUBCRAFTERS INC CC11,3,0,0.0,0.0,,,
CUBCRAFTERS INC CC11-160,19,0,0.0,0.0,,,
"CUBCRAFTERS, INC CC11-160",2,0,0.0,0.0,,,
CULLIS ULTRACRUISER SPORT,1,0,0.0,0.0,,,
CULP JOHN S CULPS SPECL SOPWITH,1,0,0.0,0.0,,,
CULVER GLENN KITFOX III,1,0,0.0,0.0,,,
CULVER LCA,1,0,0.0,0.0,,,
CULVER LFA,1,1,1.0,1.0,,,
CULVER PQ 14A,1,1,1.0,1.0,,,
CUNNINGHAM JUST ACFT SUPERSTOL,1,0,0.0,0.0,,,
CUPAIOLE RV-6A,1,1,1.0,1.0,,,
CURNUTT ELTON E SKY RANGER B,1,0,0.0,0.0,,,
CURTIS JOHN P SEA REY,1,0,0.0,0.0,,,
CURTIS-WRIGHT C-46,1,1,13.0,13.0,,,
CURTISS JN4,1,1,2.0,2.0,,,
CURTISS WRIGHT C-46F,1,0,0.0,0.0,,,
CURTISS WRIGHT C46,1,0,0.0,0.0,,,
CURTISS WRIGHT P 40B,1,0,0.0,0.0,,,
CURTISS WRIGHT P-40E,1,0,0.0,0.0,,,
CURTISS WRIGHT P-40N,1,1,1.0,1.0,,,
CURTISS WRIGHT P40M,1,0,0.0,0.0,,,
CURTISS WRIGHT TRAVEL AIR,3,0,0.0,0.0,,,
CURTISS WRIGHT TRAVEL AIR 4000,3,1,2.0,0.6666666666666666,,,
CURTISS-WRIGHT 12Q,1,0,0.0,0.0,,,
CURTISS-WRIGHT TRAVEL AIR 4000,1,0,0.0,0.0,,,
CZECH AIRCRAFT WORKS SPOL SRO MERMAID,1,1,1.0,1.0,,,
CZECH AIRCRAFT WORKS SPOL SRO SPORTCRUISER,13,1,1.0,0.07692307692307693,,,
CZECH AIRCRAFT WORKS SPOL SRO SPORTSCRUISER,1,0,0.0,0.0,,,
CZECH AIRCRAFT WORKS SPORT CRUISER,2,1,1.0,0.5,,,
CZECH AIRCRAFT WORKS SPORTCRUISER,3,0,0.0,0.0,,,
CZECH SPORT AIRCRAFT A S SPORTCRUISER,4,0,0.0,0.0,,,
CZECH SPORT AIRCRAFT A.S. SPORT CRUISER,1,0,0.0,0.0,,,
CZECH SPORT AIRCRAFT AS PIPER SPORT,12,4,5.0,0.4166666666666667,,,
CZECH SPORT AIRCRAFT SPORT CRUISER,1,0,0.0,0.0,,,
CZECH SPORT AIRCRAFT SPORTCRUISER,1,0,0.0,0.0,,,
CZECH SPORT CRUISER,1,1,1.0,1.0,,,
CZECH SPORT SPORTCRUISER,3,0,0.0,0.0,,,
CZECH SPORTPLANES SRO DYNAMIC,1,0,0.0,0.0,,,
CZECH SPORTPLANES SRO DYNAMIC WT9,1,0,0.0,0.0,,,
D-FLY UL STORK,1,0,0.0,0.0,,,
DACEY VENTURE,1,0,0.0,0.0,,,
DAFOE GERALD W TCOW SMITH CUB,1,0,0.0,0.0,,,
DAHER KODIAK,1,1,1.0,1.0,,,
DAHER TB10,1,0,0.0,0.0,,,
DAHLMAN-DOWER TAILWIND W-8,1,1,1.0,1.0,,,
DAKOTA S18-160,1,0,0.0,0.0,,,
DALE BERKBIGLER CCX-2000,1,0,0.0,0.0,,,
DALIN RONALD K T-51 MUSTANG,1,0,0.0,0.0,,,
DAN JELINEK BACKCOUNTRY SUPERCUB,1,0,0.0,0.0,,,
DANIEL L PATRICK KOLB MARK,1,0,0.0,0.0,,,
DANIEL R. LLOYD TRISH'S RIDE HOME,1,1,1.0,1.0,,,
DANIELS ALAN L KITFOX SERIES 7,2,0,0.0,0.0,,,
DANKELMAN PETER G RV-7A,1,1,1.0,1.0,,,
DANTONIO 404,1,0,0.0,0.0,,,
DARNEY GLASAIR III,1,0,0.0,0.0,,,
DARRELL D. DUGGER MUSTANG II,1,0,0.0,0.0,,,
DARREN M. VINELLI SOPWITH PUP,1,0,0.0,0.0,,,
DARROW STEPHEN A AVENTURA,1,0,0.0,0.0,,,
DARROW STEPHEN AL-6,1,0,0.0,0.0,,,
DART GW,1,0,0.0,0.0,,,
DARYL BAKER BUSH SPORT,1,0,0.0,0.0,,,
DASSAULT AVIATION MIRAGE F-1,1,1,1.0,1.0,,,
DASSAULT AVIATION MIRAGE F1 B,1,0,0.0,0.0,,,
DASSAULT AVIATION MIRAGE F1 CR,1,0,0.0,0.0,,,
DASSAULT FALCON,1,1,2.0,2.0,,,
DASSAULT FALCON 20C,1,0,0.0,0.0,,,
DASSAULT FALCON 50,1,1,2.0,2.0,,,
DASSAULT FALCON7X,1,0,0.0,0.0,,,
DASSAULT FALCON900EX,1,0,0.0,0.0,,,
DASSAULT FANJET FALCON,1,1,2.0,2.0,,,
DASSAULT-BREGUET FALCON 10,1,0,0.0,0.0,,,
DASSAULT-BREGUET FALCON 50,1,0,0.0,0.0,,,
DASSAULT-BREGUET FALCON 900,1,0,0.0,0.0,,,
DASSAULT-BREGUET MYSTERE FALCON 900,2,0,0.0,0.0,,,
DASSAULT/SUD FALCON 20,1,1,2.0,2.0,,,
DASSAULT/SUD FAN JET,1,0,0.0,0.0,,,
DASSAULT/SUD FAN JET FALCON,1,0,0.0,0.0,,,
DAVENPORT DAVE-EZ,1,0,0.0,0.0,,,
DAVENPORT LONG EZ,1,0,0.0,0.0,,,
DAVID FITZGERALD ZENITH,1,1,2.0,2.0,,,
DAVID JARRETT SEAREY,1,0,0.0,0.0,,,
DAVID L THOMPSON CHALLENGER II,1,0,0.0,0.0,,,
DAVID S MEEK SUN DEVIL,1,0,0.0,0.0,,,
DAVID SHELL ZENITH CH701,1,0,0.0,0.0,,,
DAVID SHOTWELL MURPHY,1,0,0.0,0.0,,,
DAVID W OAKES RV-7A,1,0,0.0,0.0,,,
DAVIDSON ZENITH STOL CH701,1,1,2.0,2.0,,,
"DAVIDSON, RONALD A. AVID",1,0,0.0,0.0,,,
DAVIS BENNY CHRISTEN EAGLE II,1,0,0.0,0.0,,,
DAVIS DAN B LANCAIR EVOLUTION,1,0,0.0,0.0,,,
DAVIS DANIEL T COZY,1,0,0.0,0.0,,,
DAVIS DONALD M BUSHBY MUSTANG II,1,0,0.0,0.0,,,
DAVIS JOHN TR-4,1,1,1.0,1.0,,,
DAVIS MARK DAVIS KR-1,1,0,0.0,0.0,,,
DAVIS MICHAEL J LONGEZ,1,1,1.0,1.0,,,
DAVIS MICHAEL J MD SPECIAL,1,0,0.0,0.0,,,
DAVIS SONEX,1,0,0.0,0.0,,,
DAVISON RV-7A,1,0,0.0,0.0,,,
DAVISON VARI EZE,1,0,0.0,0.0,,,
DAY WILLIAM L MINICOUPE,2,0,0.0,0.0,,,
DAYON LANCAIR LEGACY,1,1,1.0,1.0,,,
DAYTON JD-2,1,0,0.0,0.0,,,
DAYTON-WRIGHT DH-4,1,0,0.0,0.0,,,
DE HAVILLAND 6,1,1,4.0,4.0,,,
DE HAVILLAND BEAVER DHC 2,3,1,1.0,0.3333333333333333,,,
DE HAVILLAND BEAVER DHC 2 MK.1,1,0,0.0,0.0,,,
DE HAVILLAND BEAVER DHC-2,1,0,0.0,0.0,,,
DE HAVILLAND BEAVER DHC-2 MK.1,1,0,0.0,0.0,,,
DE HAVILLAND DH 82A,1,0,0.0,0.0,,,
DE HAVILLAND DH112 VENOM,1,1,1.0,1.0,,,
DE HAVILLAND DH60,1,0,0.0,0.0,,,
DE HAVILLAND DH82,1,1,1.0,1.0,,,
DE HAVILLAND DHC 2,3,1,2.0,0.6666666666666666,,,
DE HAVILLAND DHC 2 MK. I(L20A),1,0,0.0,0.0,,,
DE HAVILLAND DHC 3,1,0,0.0,0.0,,,
DE HAVILLAND DHC-1,1,0,0.0,0.0,,,
DE HAVILLAND DHC-2,12,6,32.0,2.6666666666666665,,,
DE HAVILLAND DHC-2 MK I,1,1,2.0,2.0,,,
DE HAVILLAND DHC-3,1,0,0.0,0.0,,,
DE HAVILLAND DHC-6 TWIN OTTER,1,1,1.0,1.0,,,
DE HAVILLAND DHC-6-100,1,1,6.0,6.0,,,
DE HAVILLAND DHC-6-200,1,0,0.0,0.0,,,
DE HAVILLAND DHC-6-300,1,1,20.0,20.0,,,
DE HAVILLAND DHC-8,1,0,0.0,0.0,,,
DE HAVILLAND DHC-8-202,1,0,0.0,0.0,,,
DE HAVILLAND DHC2,9,5,27.0,3.0,,,
DE HAVILLAND DHC3,1,0,0.0,0.0,,,
DE HAVILLAND DHC6,3,0,0.0,0.0,,,
DE HAVILLAND DHC8,9,1,1.0,0.1111111111111111,,,
DE HAVILLAND DHC8 - 102,1,0,0.0,0.0,,,
DE HAVILLAND VAMPIRE MK-3,1,0,0.0,0.0,,,
DEAN DAVID E KITFOX CLASSIC 4,1,0,0.0,0.0,,,
DEAN LESLIE N HIGHLANDER,1,1,1.0,1.0,,,
DEAN PATRICK G GENESIS,1,0,0.0,0.0,,,
DEARMOND CLINT RV-6A,1,0,0.0,0.0,,,
DEBUS J / MOUNTAIN S / BOWES E DEBUS-CASST-SNOSHOO,1,1,1.0,1.0,,,
DEDEAUX GARY G GN-1,1,0,0.0,0.0,,,
DEHAVILLAND BEAVER DHC,1,0,0.0,0.0,,,
DEHAVILLAND BEAVER DHC 2,5,0,0.0,0.0,,,
DEHAVILLAND BEAVER DHC 2 MK.1,3,0,0.0,0.0,,,
DEHAVILLAND BEAVER DHC-2,3,0,0.0,0.0,,,
DEHAVILLAND BEAVER DHC-2 MK.1,6,2,2.0,0.3333333333333333,,,
DEHAVILLAND BEAVER DHC-2 MK.3,1,0,0.0,0.0,,,
DEHAVILLAND BEAVER U-6,1,0,0.0,0.0,,,
DEHAVILLAND BEAVER U-6A,2,0,0.0,0.0,,,
DEHAVILLAND CANADA DHC-1 CHIPMUNK X,1,0,0.0,0.0,,,
DEHAVILLAND DH112 VENOM,1,0,0.0,0.0,,,
DEHAVILLAND DH115 VAMPIRE,1,0,0.0,0.0,,,
DEHAVILLAND DH82A,1,0,0.0,0.0,,,
DEHAVILLAND DHC 1,1,0,0.0,0.0,,,
DEHAVILLAND DHC 2,7,1,1.0,0.14285714285714285,,,
DEHAVILLAND DHC 2 MK.I,1,0,0.0,0.0,,,
DEHAVILLAND DHC 3T,1,1,3.0,3.0,,,
DEHAVILLAND DHC 6,1,0,0.0,0.0,,,
DEHAVILLAND DHC 6 200,1,0,0.0,0.0,,,
DEHAVILLAND DHC 6 300,1,0,0.0,0.0,,,
DEHAVILLAND DHC 6 TWIN OTTER,4,0,0.0,0.0,,,
DEHAVILLAND DHC 8 102,1,0,0.0,0.0,,,
DEHAVILLAND DHC-1,2,1,1.0,0.5,,,
DEHAVILLAND DHC-2,10,1,4.0,0.4,,,
DEHAVILLAND DHC-2 / U-6A,1,0,0.0,0.0,,,
DEHAVILLAND DHC-2 MK 1,2,0,0.0,0.0,,,
DEHAVILLAND DHC-2 MK. I,2,2,7.0,3.5,,,
DEHAVILLAND DHC-2 MK. I(L20A),7,0,0.0,0.0,,,
DEHAVILLAND DHC-2 MK.I,2,1,6.0,3.0,,,
DEHAVILLAND DHC-2-L-20,1,0,0.0,0.0,,,
DEHAVILLAND DHC-3,9,4,34.0,3.7777777777777777,,,
DEHAVILLAND DHC-3T,4,1,1.0,0.25,,,
DEHAVILLAND DHC-6,1,0,0.0,0.0,,,
DEHAVILLAND DHC-6 TWIN,1,0,0.0,0.0,,,
DEHAVILLAND DHC-6-100,1,1,2.0,2.0,,,
DEHAVILLAND DHC-6-300,1,0,0.0,0.0,,,
DEHAVILLAND DHC-8-311,1,0,0.0,0.0,,,
DEHAVILLAND DHC6,1,1,1.0,1.0,,,
DEHAVILLAND TIGER MOTH DH 82A,5,0,0.0,0.0,,,
DEITZ AVID FLYER MK4,1,0,0.0,0.0,,,
DEKKINGA VANS RV-7A,1,0,0.0,0.0,,,
DELCONTE EMIDIO J KITFOX SERIES V,1,0,0.0,0.0,,,
DELF TIM ZENITH CH-701,1,0,0.0,0.0,,,
DELL LAWRENCE KITFOX,1,0,0.0,0.0,,,
DELWYN SCHMIDT NO MODEL,1,1,1.0,1.0,,,
DEMMER BD-4,1,1,1.0,1.0,,,
DEMPSEY DANIEL M ZODIAC CH601XLB,1,0,0.0,0.0,,,
DENISAR RICHARD A LANCAIR 320,1,0,0.0,0.0,,,
DENNEY KITFOX,1,0,0.0,0.0,,,
DENNEY KITFOX IV SPEEDSTER,1,0,0.0,0.0,,,
DENNEY KITFOX MDL CLASSICIV,1,0,0.0,0.0,,,
DENNEY KITFOX SPEEDSTER,1,0,0.0,0.0,,,
DENNIS L ZUMBALT SKY BOLT,1,0,0.0,0.0,,,
DENNIS P. MCGURK F1 ROCKET,1,1,2.0,2.0,,,
DENNY AEROCRAFT KITFOX III,1,0,0.0,0.0,,,
DESALVATORE AL LANCAIR IV-P,1,1,2.0,2.0,,,
DESOUSA JABIRU J400,1,0,0.0,0.0,,,
DETRICK DONALD G DETRICK DA-2,1,1,1.0,1.0,,,
DEVOE CLIP WING,1,0,0.0,0.0,,,
DEVRIES WM H KITFOX SPORT,1,0,0.0,0.0,,,
DEWSNUP DAVE ZENAIR CH 701 SP,1,0,0.0,0.0,,,
DIAL DAVID L TITAN TORNADO II,1,1,1.0,1.0,,,
DIAMOND A20-C1,1,0,0.0,0.0,,,
DIAMOND AICRAFT INDUSTRIES INC DA 20-C1,1,0,0.0,0.0,,,
DIAMOND AIRCRAFT DA-40,1,1,1.0,1.0,,,
